Volume,Issue,Publication Year,Editor,Caption,Retail information,Photographer,date_column
125,9,1955,"Daves, Jessica","In this beauty issue of Vogue, the first cosmetic is a towel—it's keeping the wearer out of the sun. Other might","Attached to the archive copy is a note on Conde Nast stationery reading: ""The towel shown on the cover of our",Irving Penn,1955_05_15
125,8,1955,"Daves, Jessica","New summer pull-over fashion we think so important we give the full story on page 170: here, in electric-blue",,Horst P,1955_05_01
125,7,1955,"Daves, Jessica",First fashion plan in this,,Horst P,1955_04_15
125,6,1955,"Daves, Jessica",Back-streaming beret that follows the new hat-instructions to the letter - applies like a jewel (see pages 91-93)to,,Horst P,1955_04_01
125,5,1955,"Daves, Jessica","Valid fashion anywhere on the fashion-globe, the shirt dress. And the American news about it is: it's a costume,",,John Rawlings,1955_03_15
125,4,1955,"Daves, Jessica",First fashion-announcement in Vogue's American and French collections reports: Traina-Norell's tunic suit. Very,,Richard Rutledge,1955_03_01
125,3,1955,"Daves, Jessica",,,,1955_02_15
125,2,1955,"Daves, Jessica","February 1, 1955 Americana Issue.",,,1955_02_01
125,1,1955,"Daves, Jessica","This new clarity of colour, of cut - changes for the prettier in the 1955 costume. Here, a coat and sheath dress,",,Erwin Blumenfeld,1955_01_01
124,10,1954,"Daves, Jessica","Holiday stamp for this issue of Vogue - short pleated red evening dress and taffeta coat, from the Dior Paris",,Clifford Coffin,1954_12_01
124,9,1954,"Daves, Jessica","One unbeatable late-day look for the holidays ahead - the rare simplicity of a black sweater (but it's cashmere),",,Horst P,1954_11_15
124,8,1954,"Daves, Jessica","Dazzling entrance at the winter parties (and to this party issue of Vogue), the pale evening coat. That's news in",,Clifford Coffin,1954_11_01
124,7,1954,"Daves, Jessica","Warranted here, a word we employ with care—fabulous; very accurate adjective for Traina-Norell's knee- length",,Erwin Blumenfeld,1954_10_15
124,6,1954,"Daves, Jessica","A just about perfect dress for little evenings this winter, designed by a well-known authority on that subject—",,Irving Penn,1954_10_01
124,5,1954,"Daves, Jessica",,,,
124,4,1954,"Daves, Jessica",,,,1954_09_01
124,3,1954,"Daves, Jessica","This coat, one of the great excitements of a tweed year: mustard-coloured herringbone tweed, belted along a",,,1954_08_15
124,2,1954,"Daves, Jessica","Suitable way for Vogue's Young Americana Issue to dress, we think—in a dress that's the breath of young fashion",,Richard Rutledge,1954_08_01
124,1,1954,"Daves, Jessica","Change of bathing suit, for July, for the prettier— in colour and cut, it's rather like a very, very short ball dress",,Karen Radkai,1954_07_01
123,10,1954,"Daves, Jessica","New automobile accessory, previewed in Vogue, May 15--the car cap that can keep a coiffure unruffled at a 60",,Clifford Coffin,1954_06_01
123,9,1954,"Daves, Jessica",A young woman who might be on her way - and very smartly - to the week ends told about in this Sally Victor,,Erwin Blumenfeld,1954_05_15
123,8,1954,"Daves, Jessica","This fresh--the fashion this summer; everywhere there's a delicious new lingerie look. Prom Traina-Norell, an",,Erwin Blumenfeld,1954_05_01
123,7,1954,"Daves, Jessica","A look—originating live from California. The idea is neatness that stays that way. The elements, a two- piece hat",,Karen Radkai,1954_04_15
123,6,1954,"Daves, Jessica",,,,1954_04_01
123,5,1954,"Daves, Jessica","Looking over this International Fashions Issue of Vogue, a young woman wearing a printed silk shirt (about $23)",,Erwin Blumenfeld,1954_03_15
123,4,1954,"Daves, Jessica",,,,1954_03_01
123,3,1954,"Daves, Jessica",Fashion-enjoyment (and that's the idea of this issue) for the woman with more taste than money - the trench,,Erwin Blumenfeld,1954_02_15
123,2,1954,"Daves, Jessica",Americana,,,1954_02_01
123,1,1954,"Daves, Jessica","Different now, the sheath dress. One 1954 version, this - a marvellous matter of two-seam simplicity, the line",,Erwin Blumenfeld,1954_01_01
122,10,1953,"Daves, Jessica","There's fashion news here for Christmas parties, any way you look. Look at the picture in the profile - it's an",,Erwin Blumenfeld,1953_12_01
122,9,1953,"Daves, Jessica","A statement to the effect ( a most fetching effect) that veils are back in fashion. This one, a little crinoline for a",,Clifford Coffin,1953_11_15
122,8,1953,"Daves, Jessica","Suitable, we think, for the cover of an issue that wraps up 300 Christmas presents - the biggest, reddest holly",,René Bouché,1953_11_01
122,7,1953,"Daves, Jessica",,,,1953_10_15
122,6,1953,"Daves, Jessica","You're seeing something for the first time. A new fox mutation; tawny and golden, perfected by From of",,Horst P,1953_10_01
122,5,1953,"Daves, Jessica",,,,1953_09_15
122,4,1953,"Daves, Jessica","New directions in fashion - the willowy-waisted suit, the brilliant hat. The suit, under $200, by Ben Zuckerman in",,Horst P,1953_09_01
122,3,1953,"Daves, Jessica",,,,1953_08_15
122,2,1953,"Daves, Jessica",The blazer in a blazing colour—we've buttoned our 1953 college issue right into a set of bright blazers (they're,,Erwin Blumenfeld,1953_08_01
122,1,1953,"Daves, Jessica","Beach brown, very smart fashion, as you can see; as Vogue foresaw as early as May I. This, a fine swimmer. It's",,John Rawlings,1953_07_01
121,10,1953,"Daves, Jessica","Very strong statement to the effect that the sweater is top summer fashion for 1953, this flower-scrolled",,Horst P,1953_06_01
121,9,1953,"Daves, Jessica",Two glimpses of a young woman wearing one of the summer's most becoming colours: Wedgwood (prompted by,,Erwin Blumenfeld,1953_05_15
121,8,1953,"Daves, Jessica",Opening an issue in which the new print dress gets all kinds of smart treatment (including psychoanalysis): a,,Erwin Blumenfeld,1953_05_01
121,7,1953,"Daves, Jessica",A look that looks Valentina—which it is. (More about Valentina's ideas on pages 72-73.) Core of this beauti- fully-,,Erwin Blumenfeld,1953_04_15
121,6,1953,"Daves, Jessica","Clocked for the busy beauty (this is her issue), the dress that's red, because red is a colour due to cover a good",,Erwin Blumenfeld,1953_04_01
121,5,1953,"Daves, Jessica",Chosen for the cover of Vogue's first International Fashion Issue because it's a fashion that spans the globe: the,,Erwin Blumenfeld,1953_03_15
121,4,1953,"Daves, Jessica","A telegram, in dots and dashes, concerning one of the most influential American spring suits. We'll decipher it for",,Erwin Blumenfeld,1953_03_01
121,3,1953,"Daves, Jessica","A statement, in capital letters, about hats this spring—hats are going to be decorative. This, in larger-than- life",,Erwin Blumenfeld,1953_02_15
121,2,1953,"Daves, Jessica",Americana Number,,,1953_02_01
121,1,1953,"Daves, Jessica",A change in the system: a pale resort coat that can take a bath—it's 100 percent Acrilan; $45. Sleeveless jersey,,Erwin Blumenfeld,1953_01_01
120,10,1952,"Daves, Jessica","The outdoor overblouse, city version. Here, of furry, firm alpaca pile with a stand-away collar that can take any",,Clifford Coffin,1952_12_01
120,9,1952,"Daves, Jessica","Worn in a fresh gardenia, a present that's never been given before: a jewelled stamen to pin into the heart of a",,Horst P,1952_11_15
120,8,1952,"Daves, Jessica","Around the shoulders of a low-necked black wool suit, a length of white blanketing tied with cyclamen satin -",,Frances McLaughlin,1952_11_01
120,7,1952,"Daves, Jessica","This face, wearing the mask of Vogue - whose is it? It might belong to any American woman. For lipstick is her",,Erwin Blumenfeld,1952_10_15
120,6,1952,"Daves, Jessica","Emeraude, the lively, lovely green famous in this year's fashions (see it on page 94, again on pages 140-143 of",,Horst P,1952_10_01
120,5,1952,"Daves, Jessica","Flattery—in the form of dark red velvet. A coat that's a slim, wrapped shape, might appear at five o'clock or",,Irving Penn,1952_09_15
120,4,1952,"Daves, Jessica","Change in a hat shape—and one sure sign of change all over. This is it: a turban, wrapped close to the hair-line.",,Roger Prigent,1952_09_01
120,3,1952,"Daves, Jessica","Wearing: the new sweater jacket, straight-as-a-die in dark grey knitted wool lined with fake pony skin; the new",,Richard Rutledge,1952_08_15
120,2,1952,"Daves, Jessica","Bulletin for winter-the fur décor on a russet tweed suit. By Swansdown, in Forstmann wool; the fur is Hollander-",,Roger Prigent,1952_08_01
120,1,1952,"Daves, Jessica","She's found her next fashion, and found it in July, in a crepe dress that makes her figure a wand. She's found a",,Irving Penn,1952_07_01
119,10,1952,"Daves, Jessica","A dress all colour and cut, and practically all-occasion-a fine example of what this summer's fashion dollar can",,Richard Rutledge,1952_06_01
119,9,1952,"Daves, Jessica",She's wearing exactly two costumes - a Shantung bathing suit and a light coat of tan. Her maillot's of nylon-and-,,Irving Penn,1952_05_15
119,8,1952,"Daves, Jessica","In cotton, and in clover, a lady who has combined her blues, and found exactly the right solution to city summer.",,Irving Penn,1952_05_01
119,7,1952,"Daves, Jessica","The new flowered coat in silk--this one, the one that started it all (Vogue says: look to a summer of silky printed",,John Rawlings,1952_04_15
119,6,1952,"Daves, Jessica","Cover: One of the spring's most exciting hats, designed by Charles James, of grey felt sectioned with beige satin",,Roger Prigent,1952_04_01
119,5,1952,"Daves, Jessica","A summing up of fashion: the sinuous sweater line; important scarf. Shantung scarf, $15; Hattie Carnegie. Star",,Richard Rutledge,1952_03_15
119,4,1952,"Daves, Jessica","In fashion, in motion, in town (and right there is the difference between just any low heel and this)—the new",,Richard Rutledge,1952_03_01
119,3,1952,"Daves, Jessica",,,,1952_02_15
119,2,1952,"Daves, Jessica",Americana,,,1952_02_01
119,1,1952,"Daves, Jessica",Coming in - the middy line in a new pink; in Crompton velveteen worn for day with a creamy skirt of acetate and,,Erwin Blumenfeld,1952_01_01
118,10,1951,"Woolman Chase, Edna","December hat—and if all the excitement and glitter of the Christmas season could be reduced to a single hat, this",,Erwin Blumenfeld,1951_12_01
118,9,1951,"Woolman Chase, Edna","Balenciaga's Christmas ball dress, a Christmas package in itself - white satin tied with a streaming red taffeta",,Cecil Beaton,1951_11_15
118,8,1951,"Woolman Chase, Edna","The debut of a new blonde, a winter blonde. Wearing a blond dress, blond fur; launching a new way to look, to",,Clifford Coffin,1951_11_01
118,7,1951,"Woolman Chase, Edna","This beauty has made her beauty new. For one thing, she has found a new way to make up her fingernails, with",,Clifford Coffin,1951_10_15
118,6,1951,"Woolman Chase, Edna","One way to be the new ""woman in black."" Everything black, but the belt and jewel - and those, bright peacock",,Richard Rutledge,1951_10_01
118,5,1951,"Woolman Chase, Edna",This is the fitted coat we've been talking about since February. This is the fabric you'll be hearing about all winter.,,Irving Penn,1951_09_15
118,4,1951,"Woolman Chase, Edna","This is the bulky-top, straight-skirt silhouette. One of the four most-important silhouettes in American fashion",,Irving Penn,1951_09_01
118,3,1951,"Woolman Chase, Edna","Suit full of news: news in the wide skirt, wider than suit skirts you've worn before - and spread by a taffeta",,Richard Rutledge,1951_08_15
118,2,1951,"Woolman Chase, Edna","Newest kind of mink, newest way to wear it; as a cape-let stole over a simple suit - with a big hat. The mink,",,Irving Penn,1951_08_01
118,1,1951,"Woolman Chase, Edna","A good place to be, in July. On a beach. Head sheltered with a rebozo. Skin protected with a lotion to filter out",,Clifford Coffin,1951_07_01
117,10,1951,"Woolman Chase, Edna","For the only Vogue cover to be seen in June, we summarize a new way of being beautiful. With: the new bouffant",,Erwin Blumenfeld,1951_06_01
117,9,1951,"Woolman Chase, Edna","This summer's sleeveless city dress, new and polished in teak colour. Shown here without its marigold-lined",,Irving Penn,1951_05_15
117,8,1951,"Woolman Chase, Edna",The luminous over-tone of make-up you will see on some of the prettiest face and hands this summer is like the,,Richard Rutledge,1951_05_01
117,7,1951,"Woolman Chase, Edna","Her bare and bouffant sun dress is made of a plaid, a pattern, and a canny use of spare time. Vogue Pattern",,Clifford Coffin,1951_04_15
117,6,1951,"Woolman Chase, Edna","This season, the only colours you wear might be the colours you paint on yourself. For it's a season of black,",,Irving Penn,1951_04_01
117,5,1951,"Woolman Chase, Edna","Blues, new stars, better with white. Scarf, blue silk Shantung, by Echo, $11; Saks Fifth. Gold-plated star pin with",,Richard Rutledge,1951_03_15
117,4,1951,"Woolman Chase, Edna","The new soft look, done, in this case, through colour. A beautiful new idea—a hat to match the eyes, and an eye-",,Erwin Blumenfeld,1951_03_01
117,3,1951,"Woolman Chase, Edna","Spring white, here as news: tones of white against grey and cocoa. White wings, set in the dimples of a cocoa",,Irving Penn,1951_02_15
117,2,1951,"Woolman Chase, Edna",,,,1951_02_01
117,1,1951,"Woolman Chase, Edna","One example of the 1951 timetable: the white faille suit—news, to wear now under furs, at five o'clock; to take",,Erwin Blumenfeld,1951_01_01
116,10,1950,"Woolman Chase, Edna",Born in 1950; the immemorial attitude seen by,,Penn in its own special beauty,1950_12_01
116,9,1950,"Woolman Chase, Edna","The cover shows, life-size, the glowing pins that are three of Vogue's twenty-five Christmas choices (which begin",,Herbert Matter,1950_11_15
116,8,1950,"Woolman Chase, Edna","Hurrying along toward the dinner which (it says here) she will cook—a young woman in a new, through-winter",,Norman Parkinson,1950_11_01
116,7,1950,"Woolman Chase, Edna","This is the whole story, daytime version: the bold, the hard-working, the long-lived, and the good fashion. The",,Horst P,1950_10_15
116,6,1950,"Woolman Chase, Edna",She uses what is known about adult beauty care - that's the difference that makes all the difference. A pink-,"Wool tweed greatcoat lined with grey-dyed moleskin. By Coppola, in sizes 10 to 20, $555/ Wool dress, sizes 10",Horst P,1950_10_01
116,5,1950,"Woolman Chase, Edna","Decisive accessories. She wears a Tudor necklace of gold-washed metal leaves, news worn outside the coat.",,Erwin Blumenfeld,1950_09_15
116,4,1950,"Woolman Chase, Edna","From Traina-Norell, this look of now. A jacket as long as a coat (this year) and straight all the way. Worn with a",,Horst P,1950_09_01
116,3,1950,"Woolman Chase, Edna","Speaking for this issue of Vogue in a clear American accent: a suit of dark grey Milliken worsted flannel, braid-",,Irving Penn,1950_08_15
116,2,1950,"Woolman Chase, Edna","Blue, blue, and blue. Three separate shades, making news together. The bright blue of the suit--tweed, cut",,Erwin Blumenfeld,1950_08_01
116,1,1950,"Woolman Chase, Edna","Milk-fed beauty - skim milk fed, according to Vogue's new 10-day formula for 10-lbs. -lighter beauty (see page",,Irving Penn,1950_07_01
115,10,1950,"Woolman Chase, Edna","Summer story 1950. The tall white dress: sleeveless, tucked, vertical, twice-laced with coral. By Larry Aldrich; in",,Horst P,1950_06_01
115,9,1950,"Woolman Chase, Edna",New summer elegance: a short-sleeved Irish linen pea jacket; a pale mink stole; one or the other to go over all,,Horst P,1950_05_15
115,8,1950,"Woolman Chase, Edna","New jewellery idea: diamonds worn with (not in) masses of gold. Here, bracelet, earrings, pre-Spanish",,Irving Penn,1950_05_01
115,7,1950,"Woolman Chase, Edna","A new dark grey - mascara grey. New way to wear it: with crackling white. In Moygashel linen, a pared shirtwaist",,Horst P,1950_04_15
115,6,1950,"Woolman Chase, Edna","Newest proof of a well-grounded adage: there is no colour more brilliant than black and white. Here, a satin-",,Irving Penn,1950_04_01
115,5,1950,"Woolman Chase, Edna","The whiteness is the news, the delight: in the hat, a velours tricorne newly tilted brow-ward; in the banding of",,Erwin Blumenfeld,1950_03_15
115,4,1950,"Woolman Chase, Edna","The shape of the suit is established news. An equal importance, the way it is worn with: a phrase of pink, the",,Irving Penn,1950_03_01
115,3,1950,"Woolman Chase, Edna","The Empire bonnet, an early robin from Paris and one of the 12 hats in the news (see page 53), Paulette gives it",,Richard Rutledge,1950_02_15
115,2,1950,"Woolman Chase, Edna",Americana Issue 1950 Eyes on U.S.A. Fashions,,,1950_02_01
115,1,1950,"Woolman Chase, Edna","Make-up pattern for a mid-century beauty: the focus, the eyes, newly drawn with Piguet's innovation, ""the doe-",,Erwin Blumenfeld,1950_01_01
114,10,1949,"Woolman Chase, Edna","Cast by the master hand of Mainbocher in red satin and sable, one of the lavish and magnificent evening",,Horst P,1949_12_01
114,9,1949,"Woolman Chase, Edna","A preview. A lady who finds in that package a Vogue-chosen Christmas present. (For details about the earrings,",,Irving Penn,1949_11_15
114,8,1949,"Woolman Chase, Edna","Fashion for a man's eye: the beautiful red evening dress. This one, made of news : the eye-catching unevenness",,Irving Penn,1949_11_01
114,7,1949,"Woolman Chase, Edna",The news: Persian Lamb in natural iridescent bronze colour. Here in a short Chesterfield with the traditional collar,,Erwin Blumenfeld,1949_10_15
114,4,1949,"Woolman Chase, Edna","Invaluable, Iong-term investment, the good grey suit of wool flannel. Here, a find at $60. by Hamdmacher.",,Norman Parkinson,1949_10_01
114,3,1949,"Woolman Chase, Edna",Close-up view of four new fashion points: (1) the three-quarter- length coal-sleeve emerg- ing from a cape-,,René Gruau,1949_09_15
114,4,1949,"Woolman Chase, Edna","A melting of blues in silk satin, the scarf a giant cuff. By Nettie Rosenstein. At Bonwit Teller; I. Magnin; The",,Clifford Coffin,1949_09_01
114,4,1949,"Woolman Chase, Edna",The arrived hat. the slanted hat becomes here something of a record. Black velours with the deepest slant seen,,Frances McLaughlin,1949_09_01
114,3,1949,"Woolman Chase, Edna","Camel's hair colour, the season's First Colour, and a compliment to young skins as well. Wool jacket, soft, sloped,",,John Rawlings,1949_08_15
114,2,1949,"Woolman Chase, Edna","COVER : New, wonderful, the red moleskin cardigan ( Hollander-dyed ). To wear casually, endlessly, day or",,John Rawlings,1949_08_01
114,1,1949,"Woolman Chase, Edna",Summer Reader Issue.,,Serge Vertez,1949_07_01
113,10,1949,"Woolman Chase, Edna","The drift, in all this prettiness of organdie and carved white lace, is none but the shirtwaist theme, the most",,Erwin Blumenfeld,1949_06_01
113,9,1949,"Woolman Chase, Edna","News, double-strength; strong point, patent leather; strong point, bright yellow. News as one; news to the",,Serge Balkin,1949_05_15
113,8,1949,"Woolman Chase, Edna","The earrings shown on the cover: magnified cockle-shell shapes, gold-plated, set with rhinestones. By Miriam",,Erwin Blumenfeld,1949_05_01
113,7,1949,"Woolman Chase, Edna",Colors in your life...your clothes...your house,,Irving Penn,1949_04_15
113,6,1949,"Woolman Chase, Edna",Spring's everything: the dots preoccupying Paris and America; the taffeta coats both worlds have taken up for,,Cecil Beaton,1949_04_01
113,5,1949,"Woolman Chase, Edna","Mild-orange in Paris—a baku hat with higher crown, streamers of black and white satin ribbons. At Henri Bendel;",,Arik Nepo,1949_03_15
113,4,1949,"Woolman Chase, Edna",Spring News,illustration of a bird wearing a scarf,Marcel Vertès,1949_03_01
113,3,1949,"Woolman Chase, Edna","Fashions beneath: the brassiere, important because it is strapless, long-line, has half-cups that praise the","Brassiere of French lace over nylon marquisette, $12.50; girdle, power net of Lastex yarn and DuPont nylon, cincher attached, $18.50; both",Erwin Blumenfeld,1949_02_15
113,2,1949,"Woolman Chase, Edna",Americana Number 1949,Good Fashion in America: What is it—Who Wears It...,,1949_02_01
113,1,1949,"Woolman Chase, Edna","Pale hat; pale coat (see more of it, page 138). Tailored by Brittany in Stroock's cashmere - and - wool, about",,Erwin Blumenfeld,1949_01_01
112,10,1948,"Woolman Chase, Edna","The December cover was painted especially for Vogue by Eugene Berman, is his interpretation of the spirit of",,Eugene Berman,1948_12_01
112,9,1948,"Woolman Chase, Edna","Hothouse cotton midwinter party dress, new for the North because it is cotton: new South and North because it",,John Rawlings,1948_11_15
112,8,1948,"Woolman Chase, Edna",For a man's eye (there could be a gleam in it): a woman who looks as if she would neither simper nor whistle for,,John Rawlings,1948_11_01
112,7,1948,"Woolman Chase, Edna","Evening beauty proved at a glance, a back-view of head and shoulders; proved by the pose of her head, the",,Edwin Blumenfeld,1948_10_15
112,6,1948,"Woolman Chase, Edna","The cloche, the stole, both grey, both wool jersey, both stars in Paris and in America. Legroux designs. Both at",,Carl Oscar August Erickson,1948_10_01
112,5,1948,"Woolman Chase, Edna","Vogue Couturier Design for Dressmaking, No. 450. Two- part dinner dress that might well be the most-often-",,John Rawlings,1948_09_15
112,4,1948,"Woolman Chase, Edna","Incoming star, the high-wrapping collar, pointed, double, on the fitted coat (a staying-in fashion). Coming, too,",,Serge Balkin,1948_09_01
112,3,1948,"Woolman Chase, Edna",,,,1948_08_15
112,2,1948,"Woolman Chase, Edna","A preview of the coming importance of late-day clothes, of the drawing-room fabrics many of them will boast.",,Erwin Blumenfeld,1948_08_01
112,1,1948,"Woolman Chase, Edna",Seen through a glass clearly: the man-made miracle of the Rockefeller Center towers; against them the natural,,", Irving",1948_07_01
111,10,1948,"Woolman Chase, Edna","For half-light and later, a diaphanous dress in white organdie, the waist-- a pretty trifle in grosgrain, blue, boned,",,John Rawlings,1948_06_01
111,9,1948,"Woolman Chase, Edna","The old, fine, careless rapture of Sailing Parties seems gone; but farewells still have their special quality, such as",,Irving Penn,1948_05_15
111,8,1948,"Woolman Chase, Edna",Of possible and impossible beauty,,Herbert Matter,1948_05_01
111,6,1948,"Woolman Chase, Edna","Summer evening on the way, and for it, the garden-party, ankle-length daylight-dining dress of Swiss organdie,",,Horst P,1948_04_01
111,5,1948,"Woolman Chase, Edna","An adult and becoming approach to fashion. A gentle colouring - grey hair, fawn-brown eyes - becomes the key",,Cecil Beaton,1948_03_15
111,4,1948,"Woolman Chase, Edna",Chosen with a man in mind—the pretty and chic lines of a rustling coat-dress: the wide-eyeing brim of a veil,,Irving Penn,1948_03_01
111,3,1948,"Woolman Chase, Edna","One pretty part of one woman's wardrobe scheme—-the dress she makes, or directs the making of. Here, Vogue",,Horst P,1948_02_15
111,2,1948,"Woolman Chase, Edna",Americana U.S.A. In the Spotlight 1948 Fashions: Stamped American,,,1948_02_01
111,1,1948,"Woolman Chase, Edna",,,Herbert Matter,1948_01_01
110,11,1947,"Woolman Chase, Edna","Escape for a while, if you will, into the nostalgie world of costume plays, crinoline evening dresses, Christmas",,Richard De Menocal,1947_12_01
110,10,1947,"Woolman Chase, Edna","COVER: The motley treasure on the outside is first glance at our Christmas store of presents. You will see these,",,Richard Rutledge,1947_11_15
110,9,1947,"Woolman Chase, Edna","Fashion Finds: More Taste than Money: - here, recipe for what could be your go-everywhere, one new evening",,René Bouché,1947_11_01
110,8,1947,"Woolman Chase, Edna","COVER: Lipstick is no longer worn as a bold, frankly-fake stain on the mouth. For now, lipstick colours are softer,",,Erwin Blumenfeld,1947_10_15
110,7,1947,"Woolman Chase, Edna","Intense colour is the point: red-orange silk velvet splashed with black jet, cut like a Spanish courtier's coat and",,René Bouché,1947_10_01
110,6,1947,"Woolman Chase, Edna","The dressmaker dress returns. Vogue Designs for Dressmaking celebrate it on the cover, and on pages 180 to",,Richard Rutledge,1947_09_15
110,5,1947,"Woolman Chase, Edna","About as spectacular as a fashion change can be; the evening coat cut as a triangle of satin, over an ankle-",,Irving Penn,1947_09_01
110,4,1947,"Woolman Chase, Edna","Now pivot points for the wardrobe of the new young lady. The great skirt, the fitted jacket--interchangeable parts",,Frances McLaughlin,1947_08_15
110,3,1947,"Woolman Chase, Edna","A red hat, day-star of the season. (For its infinite abilities, see page 79.) Here, with the new bulky crown, in silk",,Erwin Blumenfeld,1947_08_01
110,2,1947,"Woolman Chase, Edna","New length—newly placed fullness—a tube of striped tweed coat, over a tubular black dress, flaring at the knee,",,René Bouët-Willaumez,1947_07_15
110,1,1947,"Woolman Chase, Edna","""Cool as a cucumber"" has a basis in fact-- a cucumber tests 20 degrees lower than the thermometer outdoors.",,Richard Rutledge,1947_07_01
109,12,1947,"Woolman Chase, Edna",Week-End Plans: Shawls in the country...the point made here by a slap of red over light pink. The shawl and,"Painting evokes Manet's ""Dejeuner sur l'herbe""",René Bouché,1947_06_15
109,11,1947,"Woolman Chase, Edna","Return of the maillot; with a V-neck, a webbing belt. Of Cohama rayon-and-cotton satin; twill; by Frances Sider,",,John Rawlings,1947_06_01
109,10,1947,"Woolman Chase, Edna","Cover: Eugène Berman's tri-dimensional collage, a radiance of sun and sea things that are the points of summer",,Eugene Berman,1947_05_15
109,9,1947,"Woolman Chase, Edna",A summer sum of beauty.,Model looking away from or sleeping in front of a mirror.,Irving Penn,1947_05_01
109,8,1947,"Woolman Chase, Edna","Penn's pretty fish in their glass house may not, of course, be everybody's idea of the way to live (not enough",,Irving Penn,1947_04_15
109,7,1947,"Woolman Chase, Edna","Christian Dior, new house with new vigor, new ideas, here makes a variation of his market-woman skirt--",,Dagmar Freuchen-Gale,1947_04_01
109,6,1947,"Woolman Chase, Edna","Strong colour dashed with black. The simplest idiom - simply Valentina. Shirt in red wool, wrapped to the back.",,Horst P,1947_03_15
109,5,1947,"Woolman Chase, Edna",,,,1947_03_01
109,4,1947,"Woolman Chase, Edna","A good look: one strong unit of colour per person. a tomato-red Norfolk jacket, of flannel, over a beige long-",,Horst P,1947_02_15
109,3,1947,"Woolman Chase, Edna",Americana U.S.A Fashion Generation with Ideas Moving Up,,,1947_02_01
109,2,1947,"Woolman Chase, Edna","The new hat fits the head, follows the hairline; often ends with a one-sided flourish. Here, the new turban...a",,Richard Rutledge,1947_01_15
109,1,1947,"Woolman Chase, Edna","The traveller wears a coat— in company with a jersey dress, as journey-sensible as a suit (see more on Vogue's",,Carl Oscar August Erickson,1947_01_01
108,11,1946,"Woolman Chase, Edna","Christmas make believe - Mr. Ray Bolger as a thin, elegant Santa takes a stand against the blandish statements",,Irving Penn,1946_12_15
108,10,1946,"Woolman Chase, Edna","The cover is Dali...double Dali. A Christmas scene which can be seen two ways. Look now, then see page 224 for",,Salvador Dali,1946_12_01
108,9,1946,"Woolman Chase, Edna","Portrait of a Christmas present, with symbols. The bracelet...glitter to outlast the season: a three-strand cuff of",,Irving Penn,1946_11_15
108,8,1946,"Woolman Chase, Edna",The dress is really square . . .unprecedented in outline. Cut to fall widely in four precise points. And over its,,Horst P,1946_11_01
108,7,1946,"Woolman Chase, Edna","Every year, for the past quarter-century, women of fashion have used more cosmetics than they used the",,Erwin Blumenfeld,1946_10_15
108,6,1946,"Woolman Chase, Edna","Cover: the dress...half blue, half black. Parma blue rayon satin from shoulder to waist in back; a huge Parma",,Horst P,1946_10_01
108,5,1946,"Woolman Chase, Edna",The carved-out elegance of a cutaway dinner suit...one to merit the attentions of your best tailor. Equivalent in,,Irving Penn,1946_09_15
108,4,1946,"Woolman Chase, Edna","The fashion, and the figure, show in the deep, deeper bareness of shoulder line, marked off by a shaped fur",,Horst P,1946_09_01
108,3,1946,"Woolman Chase, Edna","This is the new look of young-now; the mute stone colour of a suit, with a close, little jacket, a newly full,",,Irving Penn,1946_08_15
108,2,1946,"Woolman Chase, Edna","Autumn forecast...the way you wear your hat. Here (and often) it's settled deep down on your forehead, halving",,Erwin Blumenfeld,1946_08_01
108,1,1946,"Woolman Chase, Edna","Here, a cull of the fashion in spectacles. Like all good fashions, these for your eyes are chosen with two ideas in",,Irving Penn,1946_07_01
107,11,1946,"Woolman Chase, Edna","There's a new light on summer evenings—this neat-headed cloche, this shirtwaist dress take exception to rules",,John Rawlings,1946_06_01
107,10,1946,"Woolman Chase, Edna","Clothes technique for travel, new technique for camera... Cecil Beaton's collaboration of",,and,1946_05_15
107,9,1946,"Woolman Chase, Edna","A checker’s-eye view of the traditional aspects of summer – helped along, for beauty’s sake, by the doctor’s",,Irving Penn,1946_05_01
107,8,1946,"Woolman Chase, Edna","Spring is a new hat...this spring an exclamation point of bright, a dash of pattern, are the whole stop-look",,Eric Carl Erickson,1946_04_15
107,7,1946,"Woolman Chase, Edna",Frontispiece to fashion for 1946 is the made-to-order collections and from one of them comes this dress. Live,,Horst P,1946_04_01
107,6,1946,"Woolman Chase, Edna","A square helping of good country air, fresh country colour. The bright pink coat . . . marginal note on the fifteen",,Priscilla Peck,1946_03_15
107,5,1946,"Woolman Chase, Edna","The news is in the whittled waistcoat – in contrast sharp as black-and-white; still pique and faille, buttoned over",,John Rawlings,1946_03_01
107,4,1946,"Woolman Chase, Edna",,,,1946_02_15
107,3,1946,"Woolman Chase, Edna",Americana Gemstone,,,1946_02_01
107,2,1946,"Woolman Chase, Edna","New sidelong and down-in-back look, new softness - new cloche for your best profile (and your simplest dress).",,Erwin Blumenfeld,1946_01_15
107,1,1946,"Woolman Chase, Edna","This coat, this blue, this fleece--a marriage made in heaven. The classic American fleecy fabrics are the news,",,John Rawlings,1946_01_01
106,11,1945,"Woolman Chase, Edna","Debutante, circa 1946... whose debut is not a Career, as it once was, but simply an event within a career. Whose",,Carl Erickson,1945_12_15
106,10,1945,"Woolman Chase, Edna","Camera-phantasy of the Winged Victory of Samothrace, ancient symbol of peace and hope.",,Erwin Blumenfeld,1945_12_01
